Pharmacy Name,address,phone number,website,business hours,pham services
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia Lago Vista Inc,"Ave Blvd 3386 Levittown, Paseo Carmen 3385-86",787-784-4585,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,"In-person delivery, Immunization, Convenience packaging, Refill notifications"
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
"Santa Cruz Pharma Care, Llc","73 Calle Santa Cruz, Santa Cruz Medical Building, 101",787-798-4646,,Mon-Fri 7:30 AM-6:00 PM|,"Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Guayanes,"Edificio Aurora A -1, Calle Pedro Velazquez Diaz # 628",787-836-3131,,Mon-Sat 8:00 AM-6:00 PM|,"In-person delivery, Compounding, Convenience packaging, Refill notifications"
Farmacia Reyes,1320 San Alfonso Ave,787-782-6403,//www.farmaciareyes3.com,Mon-Fri 7:00 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Drive-thru window, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia San Antonio,Calle Rafael Lasa 31,787-732-3131,,Mon-Fri 7:00 AM-5:30 PM|Sat 7:30 AM-4:00 PM|,"In-person delivery, Durable medical equipment sales"
Farmacia La Monserrate,34 Calle Munoz Rivera,787-732-7744,,Mon-Fri 7:30 AM-6:00 PM|Sat 8:00 AM-6:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Farmacia Castro Inc,Bo Playa J 31,787-824-5355,,Mon-Sat 8:00 AM-7:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
San Rafael Specialty Pharmacy,851 Calle Lafayette,787-724-3307,//sanrafaelfarmacia.com,Mon-Fri 8:00 AM-6:00 PM|,"In-person delivery, Compounding, 24-hour emergency service, Refill notifications"
Farmacia Reyes,"1689 Calle Parana Ste 3, Centro Comercial Rio Piedras Heights",787-764-2899,,Mon-Sat 8:00 AM-8:30 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Drive-thru window, Durable medical equipment sales, Immunization, Refill notifications"
Su Farmacia Amiga Inc.,Ave Las Americas Bu-1 Res Bairoa,787-743-6434,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Refill notifications"
Farmacia Del Pozo,"Rd 149 Km 2.8 Int 668, Bda Cordova Davila",787-854-2041,//www.farmaciadelpozo.com,Mon-Sat 8:00 AM-9:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Farmacia La Caridad,Carr 140 Km 52 5,787-822-2749,,Mon-Sat 8:00 AM-10:00 PM|Sun 10:00 AM-9:00 PM|,Refill notifications
Farmacia Del Carmen,259 Ave Juan Rosado,787-878-3510,,Mon-Sat 8:00 AM-9:00 PM|Sun 10:00 AM-6:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia Lechuga,Rd 130 Km 4 9,787-898-5730,,Mon-Fri 7:30 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Lago Vista Inc,"Ave Blvd 3386 Levittown, Paseo Carmen 3385-86",787-784-4585,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,"In-person delivery, Immunization, Convenience packaging, Refill notifications"
"Santa Cruz Pharma Care, Llc","73 Calle Santa Cruz, Santa Cruz Medical Building, 101",787-798-4646,,Mon-Fri 7:30 AM-6:00 PM|,"Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Reyes,1320 San Alfonso Ave,787-782-6403,//www.farmaciareyes3.com,Mon-Fri 7:00 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Drive-thru window, Durable medical equipment sales, Convenience packaging, Refill notifications"
San Rafael Specialty Pharmacy,851 Calle Lafayette,787-724-3307,//sanrafaelfarmacia.com,Mon-Fri 8:00 AM-6:00 PM|,"In-person delivery, Compounding, 24-hour emergency service, Refill notifications"
Farmacia San Antonio,Calle Rafael Lasa 31,787-732-3131,,Mon-Fri 7:00 AM-5:30 PM|Sat 7:30 AM-4:00 PM|,"In-person delivery, Durable medical equipment sales"
Farmacia La Monserrate,34 Calle Munoz Rivera,787-732-7744,,Mon-Fri 7:30 AM-6:00 PM|Sat 8:00 AM-6:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Farmacia Reyes,"1689 Calle Parana Ste 3, Centro Comercial Rio Piedras Heights",787-764-2899,,Mon-Sat 8:00 AM-8:30 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Drive-thru window, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Guayanes,"Edificio Aurora A -1, Calle Pedro Velazquez Diaz # 628",787-836-3131,,Mon-Sat 8:00 AM-6:00 PM|,"In-person delivery, Compounding, Convenience packaging, Refill notifications"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Su Farmacia Amiga Inc.,Ave Las Americas Bu-1 Res Bairoa,787-743-6434,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Refill notifications"
Farmacia Castro Inc,Bo Playa J 31,787-824-5355,,Mon-Sat 8:00 AM-7:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Las Piedras,"Calle Barbosa, Suite 52",787-733-8255,,Mon-Fri 8:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,In-person delivery
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia Lechuga,Rd 130 Km 4 9,787-898-5730,,Mon-Fri 7:30 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Del Carmen,259 Ave Juan Rosado,787-878-3510,,Mon-Sat 8:00 AM-9:00 PM|Sun 10:00 AM-6:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia La Caridad,Carr 140 Km 52 5,787-822-2749,,Mon-Sat 8:00 AM-10:00 PM|Sun 10:00 AM-9:00 PM|,Refill notifications
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia Lechuga,Rd 130 Km 4 9,787-898-5730,,Mon-Fri 7:30 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Del Carmen,259 Ave Juan Rosado,787-878-3510,,Mon-Sat 8:00 AM-9:00 PM|Sun 10:00 AM-6:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia La Caridad,Carr 140 Km 52 5,787-822-2749,,Mon-Sat 8:00 AM-10:00 PM|Sun 10:00 AM-9:00 PM|,Refill notifications
Farmacia Guayanes,"Edificio Aurora A -1, Calle Pedro Velazquez Diaz # 628",787-836-3131,,Mon-Sat 8:00 AM-6:00 PM|,"In-person delivery, Compounding, Convenience packaging, Refill notifications"
Farmacia Castro Inc,Bo Playa J 31,787-824-5355,,Mon-Sat 8:00 AM-7:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia La Monserrate,34 Calle Munoz Rivera,787-732-7744,,Mon-Fri 7:30 AM-6:00 PM|Sat 8:00 AM-6:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Farmacia San Antonio,Calle Rafael Lasa 31,787-732-3131,,Mon-Fri 7:00 AM-5:30 PM|Sat 7:30 AM-4:00 PM|,"In-person delivery, Durable medical equipment sales"
Su Farmacia Amiga Inc.,Ave Las Americas Bu-1 Res Bairoa,787-743-6434,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Refill notifications"
Farmacia La Caridad,Carr 140 Km 52 5,787-822-2749,,Mon-Sat 8:00 AM-10:00 PM|Sun 10:00 AM-9:00 PM|,Refill notifications
"Santa Cruz Pharma Care, Llc","73 Calle Santa Cruz, Santa Cruz Medical Building, 101",787-798-4646,,Mon-Fri 7:30 AM-6:00 PM|,"Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Del Pozo,"Rd 149 Km 2.8 Int 668, Bda Cordova Davila",787-854-2041,//www.farmaciadelpozo.com,Mon-Sat 8:00 AM-9:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Farmacia Reyes,1320 San Alfonso Ave,787-782-6403,//www.farmaciareyes3.com,Mon-Fri 7:00 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Drive-thru window, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia Reyes,"1689 Calle Parana Ste 3, Centro Comercial Rio Piedras Heights",787-764-2899,,Mon-Sat 8:00 AM-8:30 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Drive-thru window, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Lago Vista Inc,"Ave Blvd 3386 Levittown, Paseo Carmen 3385-86",787-784-4585,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,"In-person delivery, Immunization, Convenience packaging, Refill notifications"
Farmacia Las Piedras,"Calle Barbosa, Suite 52",787-733-8255,,Mon-Fri 8:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,In-person delivery
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
San Rafael Specialty Pharmacy,851 Calle Lafayette,787-724-3307,//sanrafaelfarmacia.com,Mon-Fri 8:00 AM-6:00 PM|,"In-person delivery, Compounding, 24-hour emergency service, Refill notifications"
Farmacia Marisel,"Ave Font Martelo #104, Esq Antonio Lopez",787-850-9246,,Mon-Sat 8:00 AM-7:00 PM|,"In-person delivery, Immunization, Refill notifications"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Del Carmen,259 Ave Juan Rosado,787-878-3510,,Mon-Sat 8:00 AM-9:00 PM|Sun 10:00 AM-6:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia Lechuga,Rd 130 Km 4 9,787-898-5730,,Mon-Fri 7:30 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Lechuga,Rd 130 Km 4 9,787-898-5730,,Mon-Fri 7:30 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Del Carmen,259 Ave Juan Rosado,787-878-3510,,Mon-Sat 8:00 AM-9:00 PM|Sun 10:00 AM-6:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Convenience packaging, Refill notifications"
Farmacia La Caridad,Carr 140 Km 52 5,787-822-2749,,Mon-Sat 8:00 AM-10:00 PM|Sun 10:00 AM-9:00 PM|,Refill notifications
Farmacia Del Pozo,"Rd 149 Km 2.8 Int 668, Bda Cordova Davila",787-854-2041,//www.farmaciadelpozo.com,Mon-Sat 8:00 AM-9:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Refill notifications"
Super Farmacia Familiar,Carr 64 Km 3 4,787-265-5910,,Mon-Sat 8:00 AM-9:30 PM|,"Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Sagrado Corazon Express Corp,"Ed Dora Paganelli Local 2, Ave Vicente Quilinchini",787-873-7676,,Mon-Sat 7:00 AM-8:00 PM|,"In-person delivery, Convenience packaging, Refill notifications"
Super Farmacia Nelia Inc,16 Fco Ma Quinones,787-873-0198,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-9:00 PM|Sun 10:00 AM-5:00 PM|,"In-person delivery, Immunization, Convenience packaging"
Farmacia La Aurora,"Bo Diego Hernandez Carr 128, Km 3.3",787-856-0023,//www.farmacialaaurora.com,Mon-Fri 7:00 AM-6:00 PM|Sat 8:00 AM-3:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia La Concepcion,9 Calle Comercio,787-856-0233,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-4:30 PM|,"In-person delivery, Compounding, Durable medical equipment sales, 24-hour emergency service, Immunization, Convenience packaging, Refill notifications"
Farmacia Villalba,"Carr 149 Km 56.7, Sector Tierra Santa",787-847-8600,,Mon-Sat 7:00 AM-7:30 PM|Sun 9:00 AM-5:00 PM|,"In-person delivery, Compounding, Durable medical equipment sales, Immunization, Convenience packaging, Refill notifications"
Farmacia Loryan,32 Calle 25 De Julio Esq. Buenaventura Quinones,787-821-3131,,Mon-Fri 8:00 AM-6:00 PM|Sat 8:00 AM-5:00 PM|,"In-person delivery, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Lago Vista Inc,"Ave Blvd 3386 Levittown, Paseo Carmen 3385-86",787-784-4585,,Mon-Fri 7:00 AM-9:00 PM|Sat 8:00 AM-8:00 PM|,"In-person delivery, Immunization, Convenience packaging, Refill notifications"
"Santa Cruz Pharma Care, Llc","73 Calle Santa Cruz, Santa Cruz Medical Building, 101",787-798-4646,,Mon-Fri 7:30 AM-6:00 PM|,"Compounding, Durable medical equipment sales, Immunization, Refill notifications"
Farmacia Guayanes,"Edificio Aurora A -1, Calle Pedro Velazquez Diaz # 628",787-836-3131,,Mon-Sat 8:00 AM-6:00 PM|,"In-person delivery, Compounding, Convenience packaging, Refill notifications"
Farmacia Reyes,1320 San Alfonso Ave,787-782-6403,//www.farmaciareyes3.com,Mon-Fri 7:00 AM-8:00 PM|Sat 8:00 AM-8:00 PM|Sun 9:00 AM-6:00 PM|,"In-person delivery, Compounding, Drive-thru window, Durable medical equipment sales, Convenience packaging, Refill notifications"
